"Time","O3 {DeviceID=""AirSENCE-0322068B40233"", name=""Pollutant""}","O3 {DeviceID=""AirSENCE-032206C140232"", name=""Pollutant""}","O3 {DeviceID=""AirSENCE-0322223F40230"", name=""Pollutant""}","O3 {DeviceID=""AirSENCE-032223EF40231"", name=""Pollutant""}","O3 {DeviceID=""AirSENCE-1021BFD040215"", name=""Pollutant""}","O3 {DeviceID=""AirSENCE-1021C46E40217"", name=""Pollutant""}","O3 {DeviceID=""AirSENCE-1021C53740216"", name=""Pollutant""}","O3 {DeviceID=""AirSENCE-1021C65A40214"", name=""Pollutant""}","O3 {DeviceID=""AirSENCE-1021C6C640218"", name=""Pollutant""}","O3 {DeviceID=""AirSENCE-1021C73840220"", name=""Pollutant""}"
2022-10-29 06:00:00,0.512,2.80,7.23,2.00,0.442,0.954,3.52,2.64,3.43,2.35
2022-10-29 07:00:00,0.441,2.80,6.21,1.20,0.442,0.954,3.52,2.64,3.43,2.35
2022-10-29 08:00:00,0.444,2.80,4.39,0.522,0.675,0.954,3.52,2.64,3.43,2.35
2022-10-29 09:00:00,0.444,2.80,3.80,0.535,1.33,0.954,3.52,2.64,3.43,2.35
2022-10-29 10:00:00,0.502,2.80,1.37,0.745,1.26,0.954,3.52,2.64,3.43,2.35
2022-10-29 11:00:00,0.572,2.80,1.17,0.650,1.10,0.954,3.52,2.64,3.43,2.35
2022-10-29 12:00:00,0.572,2.47,1.46,3.03,1.42,0.954,3.52,2.64,3.43,2.35
2022-10-29 13:00:00,16.0,11.5,2.94,11.9,3.36,0.954,3.52,2.48,3.43,4.99
2022-10-29 14:00:00,9.63,35.3,12.6,19.1,21.3,0.954,3.52,7.65,1.83,5.21
2022-10-29 15:00:00,43.1,43.3,21.6,21.4,27.6,19.0,25.5,21.5,5.56,39.7
2022-10-29 16:00:00,46.0,54.5,42.6,31.9,31.7,23.6,32.7,26.0,18.5,37.4
2022-10-29 17:00:00,34.0,48.4,41.5,34.5,28.3,27.5,33.5,28.9,25.5,38.1
2022-10-29 18:00:00,37.7,48.0,41.6,39.2,29.7,22.2,33.5,29.1,24.4,41.6
2022-10-29 19:00:00,34.4,51.6,40.6,40.8,39.7,34.4,31.9,29.1,23.2,41.8
2022-10-29 20:00:00,29.9,44.7,36.8,35.2,41.5,38.9,35.5,31.2,26.5,44.6
2022-10-29 21:00:00,26.0,29.4,32.7,28.7,38.2,34.7,33.1,29.7,22.6,40.1
2022-10-29 22:00:00,20.9,22.7,23.3,20.0,35.9,30.9,29.4,27.6,16.5,34.4
2022-10-29 23:00:00,21.6,19.3,21.3,15.7,33.1,28.6,29.3,27.3,19.8,36.6
2022-10-30 00:00:00,5.39,5.36,13.6,12.8,8.68,4.44,14.6,5.67,22.4,33.9
2022-10-30 01:00:00,3.93,4.68,8.12,4.61,3.52,0.984,4.18,1.15,18.4,18.5
2022-10-30 02:00:00,1.18,4.68,8.60,3.08,1.64,1.22,1.57,1.92,13.6,7.35
2022-10-30 03:00:00,1.75,4.68,8.32,2.69,1.39,1.24,1.51,1.89,8.52,1.01
2022-10-30 04:00:00,3.43,4.07,17.8,12.0,7.74,3.58,3.27,4.69,8.52,1.68
2022-10-30 05:00:00,5.11,2.41,15.3,10.7,7.51,4.77,7.03,3.80,8.52,0.996
2022-10-30 06:00:00,2.00,2.54,9.09,4.39,1.57,2.45,5.74,1.49,8.23,0.896
2022-10-30 07:00:00,1.12,2.53,6.43,1.33,1.88,2.45,5.74,1.50,3.52,2.12
2022-10-30 08:00:00,1.83,5.25,13.3,10.1,6.09,2.96,6.10,3.04,5.61,15.6
2022-10-30 09:00:00,6.44,10.4,22.0,17.1,18.7,9.88,9.07,8.86,5.16,20.0
2022-10-30 10:00:00,10.6,9.31,19.4,14.1,11.9,4.27,4.11,4.26,0.933,10.0
2022-10-30 11:00:00,6.39,6.18,16.4,10.2,6.31,1.36,0.831,1.70,0.369,4.12
2022-10-30 12:00:00,2.94,8.33,6.83,5.65,2.08,0.955,0.629,2.52,0.369,1.77
2022-10-30 13:00:00,11.9,9.14,4.63,3.73,2.73,1.25,0.650,2.22,0.467,5.66
2022-10-30 14:00:00,8.64,14.2,8.57,10.7,6.97,1.70,0.650,4.04,1.04,8.03
2022-10-30 15:00:00,32.2,35.8,11.3,11.9,21.0,14.5,15.4,19.5,6.90,26.1
2022-10-30 16:00:00,39.3,51.7,33.7,33.4,27.2,24.3,26.4,23.2,21.4,35.0
2022-10-30 17:00:00,40.2,58.6,42.0,39.5,37.8,34.2,35.8,34.4,31.9,45.5
2022-10-30 18:00:00,46.2,69.4,49.4,42.5,36.1,36.9,38.8,35.1,28.4,41.6
2022-10-30 19:00:00,43.0,61.2,47.7,44.3,47.4,45.6,42.0,38.6,29.2,46.8
2022-10-30 20:00:00,42.3,59.2,52.5,44.9,50.1,47.3,45.9,41.0,28.6,48.7
2022-10-30 21:00:00,35.9,49.8,43.1,37.2,45.7,42.2,41.8,37.8,31.4,47.5
2022-10-30 22:00:00,19.8,25.7,27.6,23.3,28.7,26.2,28.0,24.9,27.3,35.4
2022-10-30 23:00:00,9.21,5.94,15.3,9.33,9.45,6.57,3.95,6.75,6.57,7.56
2022-10-31 00:00:00,2.04,0.842,9.66,5.99,3.13,1.38,1.06,1.84,2.92,2.02
2022-10-31 01:00:00,0.627,0.832,5.73,0.963,0.941,1.33,1.02,1.26,2.92,1.15
2022-10-31 02:00:00,0.594,0.832,3.72,0.484,1.26,1.33,1.02,1.26,2.92,1.12
2022-10-31 03:00:00,0.549,0.832,4.87,0.494,1.26,1.33,1.02,1.26,2.92,1.12
2022-10-31 04:00:00,0.271,0.832,4.96,0.414,1.26,1.33,1.02,1.26,2.92,1.12
2022-10-31 05:00:00,0.282,0.832,3.77,0.357,1.27,1.33,1.02,1.26,2.38,2.82
2022-10-31 06:00:00,0.325,0.832,4.60,0.452,4.90,2.46,2.77,3.81,8.26,17.8
2022-10-31 07:00:00,1.10,1.48,7.01,1.20,11.8,4.78,7.40,8.93,7.26,17.5
2022-10-31 08:00:00,1.46,3.00,4.59,1.73,8.09,3.29,4.42,5.91,4.08,8.63
2022-10-31 09:00:00,1.76,1.59,9.13,3.41,16.8,9.53,10.3,10.7,4.90,14.7
2022-10-31 10:00:00,0.980,1.30,8.03,2.68,2.49,5.33,18.6,1.61,3.25,4.33
2022-10-31 11:00:00,0.823,1.29,4.97,0.997,1.74,5.33,24.1,1.91,3.24,1.71
2022-10-31 12:00:00,4.09,6.81,10.8,5.53,3.55,5.05,21.9,2.04,3.24,3.82
2022-10-31 13:00:00,11.7,17.4,17.4,13.0,10.8,3.94,3.23,4.63,2.38,11.0
2022-10-31 14:00:00,10.5,17.1,18.4,14.1,13.2,3.80,3.91,5.95,2.01,7.92
2022-10-31 15:00:00,15.8,23.5,19.0,15.3,14.8,5.98,6.02,9.82,1.36,12.3
2022-10-31 16:00:00,17.6,30.0,23.8,19.8,16.3,8.53,8.80,10.8,4.52,16.2
2022-10-31 17:00:00,20.1,32.8,23.2,21.9,18.6,12.7,14.4,13.7,6.26,19.3
2022-10-31 18:00:00,22.8,35.6,29.3,24.5,21.8,16.7,18.5,15.9,9.54,24.7
2022-10-31 19:00:00,24.0,35.6,31.0,25.5,26.9,22.2,22.0,21.4,12.9,27.8
2022-10-31 20:00:00,18.7,24.3,23.6,17.5,18.9,12.5,14.9,14.6,8.13,21.8
2022-10-31 21:00:00,13.1,14.7,19.1,13.6,10.4,4.79,9.44,8.53,4.19,10.4
2022-10-31 22:00:00,8.46,8.64,13.2,8.96,5.11,1.62,3.07,2.52,4.05,1.38
2022-10-31 23:00:00,1.69,2.78,6.16,3.12,2.89,1.17,1.83,2.18,3.09,5.73
2022-11-01 00:00:00,0.619,2.83,3.74,1.26,1.68,1.17,1.83,2.18,2.83,3.90
2022-11-01 01:00:00,0.517,2.83,1.68,0.543,1.72,1.17,1.83,2.18,2.83,3.90
2022-11-01 02:00:00,0.517,2.83,1.25,0.461,1.72,1.17,1.83,2.18,2.83,3.90
2022-11-01 03:00:00,0.517,2.83,0.752,0.360,1.67,1.17,1.83,2.18,2.83,3.90
2022-11-01 04:00:00,0.517,2.83,0.735,0.526,1.42,1.17,1.83,2.18,2.83,3.90
2022-11-01 05:00:00,0.517,2.83,1.42,1.87,1.63,1.17,1.83,2.18,2.83,3.90
2022-11-01 06:00:00,0.517,2.83,0.595,1.49,1.55,1.17,1.83,2.18,2.83,3.90
2022-11-01 07:00:00,0.517,2.83,0.545,1.36,1.55,1.17,1.83,2.18,2.83,3.90
2022-11-01 08:00:00,0.517,3.49,0.545,1.36,1.55,1.17,1.83,2.59,2.83,3.90
2022-11-01 09:00:00,0.517,4.93,0.545,1.36,1.55,1.17,1.83,2.63,2.83,3.90
2022-11-01 10:00:00,0.517,4.92,0.545,1.36,1.55,1.17,1.83,2.63,2.83,3.90
2022-11-01 11:00:00,0.517,4.92,0.545,1.36,1.55,1.17,1.83,2.63,2.83,3.90
2022-11-01 12:00:00,0.517,4.92,0.545,1.36,1.55,1.17,1.83,2.63,2.83,3.90
2022-11-01 13:00:00,1.05,6.31,0.545,1.36,1.55,1.17,1.83,2.63,2.83,3.90
2022-11-01 14:00:00,1.95,28.4,0.621,1.32,9.87,1.71,1.83,7.81,2.83,4.28
2022-11-01 15:00:00,40.8,50.4,9.67,4.95,29.7,20.1,25.3,25.8,3.84,28.5
2022-11-01 16:00:00,29.3,27.5,22.1,19.6,19.6,11.9,22.3,14.5,11.1,25.6
2022-11-01 17:00:00,24.1,31.5,24.6,30.8,13.8,9.72,18.4,14.3,15.0,24.3
2022-11-01 18:00:00,23.9,32.1,22.0,32.2,14.3,7.73,16.5,15.3,11.8,23.7
2022-11-01 19:00:00,14.3,28.3,19.8,28.4,23.2,11.6,11.6,13.3,4.92,17.1
2022-11-01 20:00:00,12.0,19.2,11.2,9.87,10.2,2.82,2.96,4.58,1.19,4.21
2022-11-01 21:00:00,10.2,15.7,8.33,7.09,10.9,4.24,4.43,6.99,2.89,8.40
2022-11-01 22:00:00,19.3,30.6,17.2,13.6,20.6,12.0,14.5,17.0,7.32,15.6
2022-11-01 23:00:00,18.7,27.9,17.8,13.0,20.2,10.2,11.5,15.6,7.10,12.5
2022-11-02 00:00:00,10.2,9.95,12.5,10.6,13.2,6.03,5.33,8.74,3.13,6.51
2022-11-02 01:00:00,5.98,1.54,11.9,8.63,24.6,17.4,15.9,19.3,1.51,6.79
2022-11-02 02:00:00,8.27,7.47,13.0,8.74,23.4,17.3,15.9,19.8,3.46,2.97
2022-11-02 03:00:00,8.95,9.68,8.98,4.84,25.6,15.0,15.9,20.0,4.66,2.39
2022-11-02 04:00:00,5.32,3.92,8.18,3.42,13.6,8.58,6.40,9.45,6.15,2.50
2022-11-02 05:00:00,21.2,30.8,7.51,5.84,22.3,11.5,9.78,14.2,5.65,5.14
2022-11-02 06:00:00,14.3,17.0,10.3,8.76,21.6,8.01,7.37,13.7,4.21,5.12
2022-11-02 07:00:00,6.88,6.25,8.03,6.00,11.6,3.01,1.60,6.59,1.78,2.33
2022-11-02 08:00:00,1.48,4.01,3.98,1.12,2.99,4.96,3.17,4.40,1.71,1.55
2022-11-02 09:00:00,0.968,4.01,1.93,0.686,1.01,4.96,3.17,3.61,1.71,1.53
2022-11-02 10:00:00,0.978,4.01,1.80,0.678,0.788,4.96,3.17,3.61,1.71,1.53
2022-11-02 11:00:00,1.11,4.23,1.59,0.672,1.70,4.96,3.17,3.34,1.71,1.53
2022-11-02 12:00:00,1.12,9.40,1.85,1.04,3.82,4.96,3.17,2.16,1.71,1.53
2022-11-02 13:00:00,13.1,14.1,2.41,6.96,3.69,4.96,3.17,1.36,1.71,4.90
2022-11-02 14:00:00,8.57,26.8,13.4,13.1,18.7,5.05,3.17,6.98,1.63,7.82
2022-11-02 15:00:00,45.6,50.1,34.2,25.7,34.7,24.3,31.2,27.6,12.3,44.3
2022-11-02 16:00:00,39.0,52.8,42.6,27.8,33.3,25.1,38.5,27.0,20.3,38.6
2022-11-02 17:00:00,39.7,70.8,45.2,35.5,36.6,33.9,40.6,33.5,23.0,37.5
2022-11-02 18:00:00,40.9,63.4,39.5,39.3,41.5,35.4,40.6,37.9,23.3,40.2
2022-11-02 19:00:00,30.3,37.6,39.9,40.5,43.0,35.3,34.4,32.4,17.4,37.0
2022-11-02 20:00:00,28.2,38.3,37.6,36.8,33.2,26.0,26.9,26.2,16.4,33.1
2022-11-02 21:00:00,28.1,37.4,34.9,31.8,26.0,19.9,20.1,18.2,13.8,27.2
2022-11-02 22:00:00,33.0,45.6,38.8,36.5,33.5,28.5,25.3,24.2,19.3,35.4
2022-11-02 23:00:00,37.7,53.6,43.4,38.8,37.3,31.6,30.8,28.6,23.6,37.9
2022-11-03 00:00:00,34.9,50.4,41.4,37.2,31.8,26.6,28.2,25.8,21.3,34.6
2022-11-03 01:00:00,35.0,49.8,43.1,38.5,35.2,29.2,26.5,26.7,17.0,30.6
2022-11-03 02:00:00,29.1,38.6,38.2,33.7,29.2,25.9,22.1,21.6,14.4,28.7
2022-11-03 03:00:00,26.5,32.6,33.7,29.0,24.3,19.9,17.1,17.1,10.9,22.1
2022-11-03 04:00:00,24.1,28.7,29.7,25.8,19.1,15.6,14.3,12.7,9.15,21.3
2022-11-03 05:00:00,12.4,9.97,17.7,14.9,10.0,6.25,3.41,3.94,1.77,11.4
2022-11-03 06:00:00,14.0,12.0,20.0,18.7,14.9,12.5,8.60,8.70,5.64,17.0
2022-11-03 07:00:00,19.2,19.2,23.1,21.9,17.6,13.6,10.0,10.9,5.96,17.5
2022-11-03 08:00:00,15.4,12.2,16.0,16.5,12.3,9.11,4.06,5.51,3.21,14.6
2022-11-03 09:00:00,7.66,4.43,10.4,9.73,6.52,3.49,3.11,2.72,1.76,5.34
2022-11-03 10:00:00,5.99,3.33,6.34,6.49,4.20,2.25,2.40,1.79,1.75,3.27
2022-11-03 11:00:00,4.50,2.50,4.69,5.10,2.64,1.90,2.42,1.81,1.75,1.87
2022-11-03 12:00:00,12.8,11.0,8.78,10.3,7.86,4.60,3.77,4.59,4.02,8.82
2022-11-03 13:00:00,32.4,38.2,28.2,30.2,24.2,15.7,12.5,18.5,14.7,27.8
2022-11-03 14:00:00,21.1,21.7,17.8,19.8,11.5,5.17,3.64,8.38,4.90,14.7
2022-11-03 15:00:00,10.3,6.33,12.3,10.1,4.52,1.35,2.73,2.17,1.12,6.26
2022-11-03 16:00:00,10.4,8.64,14.8,11.7,6.32,1.66,2.52,2.99,0.990,6.78
2022-11-03 17:00:00,13.1,14.0,16.2,11.9,7.08,1.67,2.14,4.60,1.42,9.01
2022-11-03 18:00:00,10.3,13.6,15.2,6.82,3.89,1.56,2.62,4.11,4.13,11.5
2022-11-03 19:00:00,15.7,19.4,15.1,16.1,19.1,9.75,9.70,12.9,5.17,19.0
2022-11-03 20:00:00,3.91,3.17,10.6,7.24,11.0,7.04,4.08,12.4,5.71,14.1
2022-11-03 21:00:00,5.74,6.65,11.5,7.14,5.89,5.60,3.25,6.20,2.07,6.07
2022-11-03 22:00:00,20.3,25.1,26.3,23.3,15.2,10.8,9.43,8.24,5.65,19.8
2022-11-03 23:00:00,23.9,31.5,31.9,28.0,22.2,16.8,14.3,14.8,9.13,23.5
2022-11-04 00:00:00,23.9,30.6,30.0,26.8,20.7,16.3,14.2,14.0,8.95,21.4
2022-11-04 01:00:00,18.8,22.3,26.4,22.6,14.3,10.4,10.0,7.53,4.90,16.9
2022-11-04 02:00:00,14.4,15.4,21.8,18.6,9.60,5.91,4.57,4.34,1.36,11.2
2022-11-04 03:00:00,14.5,14.1,20.1,16.4,10.6,5.79,7.49,5.73,0.740,9.11
2022-11-04 04:00:00,12.5,11.8,19.7,16.5,11.1,6.90,5.48,5.66,3.08,14.0
2022-11-04 05:00:00,17.5,20.4,26.4,22.7,17.3,12.3,12.9,10.6,6.96,20.2
2022-11-04 06:00:00,14.2,15.3,23.7,19.1,10.8,6.44,8.59,6.52,5.34,18.1
2022-11-04 07:00:00,7.21,2.84,13.7,9.38,3.79,1.24,1.60,1.24,1.18,7.61
2022-11-04 08:00:00,2.56,1.07,7.71,4.38,0.650,0.678,0.676,0.686,0.959,3.62
2022-11-04 09:00:00,0.705,1.08,5.28,2.27,0.463,0.678,0.675,1.31,1.84,6.75
2022-11-04 10:00:00,0.643,1.08,2.56,2.07,0.455,0.678,6.01,1.46,1.26,3.90
2022-11-04 11:00:00,0.889,2.80,2.90,0.975,2.24,0.678,6.19,1.63,1.13,2.00
2022-11-04 12:00:00,2.19,9.04,2.89,9.12,4.86,0.678,5.44,1.71,0.703,3.35
2022-11-04 13:00:00,15.0,16.8,2.53,15.7,4.52,0.678,4.84,1.83,1.94,9.05
2022-11-04 14:00:00,21.2,32.7,12.2,23.5,16.9,1.92,5.98,10.1,7.38,16.0
2022-11-04 15:00:00,40.9,48.3,26.0,34.1,29.3,13.9,24.1,22.9,15.9,33.8
2022-11-04 16:00:00,44.2,63.3,31.9,38.3,35.4,21.8,28.6,28.3,23.7,36.3
2022-11-04 17:00:00,49.6,81.0,40.0,41.2,42.3,34.6,41.5,36.9,31.2,41.5
2022-11-04 18:00:00,60.2,92.4,51.6,60.3,54.1,46.2,49.8,47.1,39.9,55.9
2022-11-04 19:00:00,57.5,89.9,52.3,61.7,54.1,47.6,50.5,46.9,40.1,56.0
2022-11-04 20:00:00,56.0,84.3,43.2,55.1,53.9,49.4,48.1,47.6,38.9,54.3
2022-11-04 21:00:00,48.2,73.1,44.1,51.8,49.1,44.9,45.0,44.0,35.6,49.8
2022-11-04 22:00:00,40.9,53.0,42.6,49.1,46.5,42.1,42.9,40.2,32.7,46.9
2022-11-04 23:00:00,42.2,65.6,38.1,46.5,48.4,42.9,44.1,41.3,32.0,45.2
2022-11-05 00:00:00,44.4,65.8,36.9,46.2,46.7,41.1,44.2,40.8,30.0,43.3
2022-11-05 01:00:00,43.3,66.3,39.6,46.0,45.8,39.3,43.2,38.9,30.3,42.7
2022-11-05 02:00:00,44.8,67.6,40.7,46.3,47.5,41.7,43.6,39.2,29.5,41.5
2022-11-05 03:00:00,46.0,69.1,42.9,48.1,47.7,42.9,44.6,40.9,29.4,42.6
2022-11-05 04:00:00,44.8,67.6,43.6,47.0,46.9,42.5,43.7,40.1,30.1,44.3
2022-11-05 05:00:00,40.8,62.0,40.1,43.2,41.2,37.4,33.4,34.7,27.3,40.5
2022-11-05 06:00:00,37.8,56.2,37.1,39.7,37.2,33.5,34.7,31.0,23.4,35.4
2022-11-05 07:00:00,35.5,50.8,35.0,38.1,32.8,28.9,31.8,28.0,21.0,32.6
2022-11-05 08:00:00,33.5,47.5,32.9,37.0,31.2,27.4,30.1,26.5,19.9,30.0
2022-11-05 09:00:00,31.2,42.4,30.2,35.2,29.4,24.4,27.3,23.6,17.5,25.6
2022-11-05 10:00:00,30.0,41.2,21.9,31.5,28.5,20.4,22.2,21.8,16.1,24.3
2022-11-05 11:00:00,27.8,41.7,20.0,30.7,27.2,20.3,21.5,19.9,15.8,22.8
2022-11-05 12:00:00,30.2,44.2,21.7,32.5,25.6,17.1,21.2,17.5,16.1,22.0
2022-11-05 13:00:00,29.8,48.0,17.7,30.2,24.9,16.3,19.2,17.1,16.5,18.2
2022-11-05 14:00:00,19.4,53.5,17.0,29.2,28.0,13.1,10.6,16.8,14.7,14.4
2022-11-05 15:00:00,36.9,61.3,18.9,29.0,29.3,21.9,23.9,21.5,16.2,26.9
2022-11-05 16:00:00,42.8,69.6,28.3,26.5,30.4,24.5,37.2,22.8,21.8,19.1
2022-11-05 17:00:00,40.1,75.4,32.2,39.5,36.3,29.8,41.7,28.3,28.4,30.9
2022-11-05 18:00:00,44.2,78.6,35.5,49.1,32.4,28.2,37.3,27.2,26.3,33.0
2022-11-05 19:00:00,42.9,78.4,36.8,48.4,37.8,30.7,37.0,26.5,24.5,33.2
2022-11-05 20:00:00,43.0,78.9,38.9,47.9,38.5,31.6,37.2,27.7,25.5,35.8
2022-11-05 21:00:00,41.8,74.1,39.5,46.8,38.0,30.3,37.1,27.6,25.5,35.3
2022-11-05 22:00:00,39.8,68.8,38.3,45.2,35.9,28.7,34.8,25.2,23.3,33.4
2022-11-05 23:00:00,40.0,67.2,37.7,45.5,42.3,33.8,37.8,31.5,27.9,37.3
2022-11-06 00:00:00,39.5,65.7,39.7,45.8,40.3,31.7,37.5,29.2,25.7,35.7
2022-11-06 01:00:00,42.5,68.6,49.8,52.1,49.0,41.6,45.2,36.4,28.9,45.2
2022-11-06 01:00:00,36.9,61.8,47.0,48.2,42.9,36.3,38.1,33.2,24.9,39.9
2022-11-06 02:00:00,27.1,44.4,34.2,36.0,30.7,27.1,26.6,22.7,17.8,30.1
2022-11-06 03:00:00,22.4,34.8,28.4,30.8,25.9,24.5,23.1,19.7,15.5,27.0
2022-11-06 04:00:00,26.9,39.1,30.9,32.8,27.9,29.4,26.6,24.4,18.2,29.1
2022-11-06 05:00:00,29.7,44.6,30.3,32.7,29.4,32.0,27.6,25.7,20.3,27.4
2022-11-06 06:00:00,35.4,51.2,31.0,35.7,33.9,37.5,32.6,31.5,24.8,32.9
2022-11-06 07:00:00,38.0,54.3,35.7,40.0,37.6,39.9,35.3,34.1,25.9,36.5
2022-11-06 08:00:00,36.3,52.4,35.1,38.4,36.3,36.8,33.6,32.1,24.9,35.7
2022-11-06 09:00:00,35.4,51.0,26.0,32.1,34.0,34.9,31.1,30.0,22.8,31.4
2022-11-06 10:00:00,33.3,50.8,26.4,34.4,32.9,34.0,29.5,29.3,23.9,30.9
2022-11-06 11:00:00,30.7,52.6,30.0,38.7,35.0,33.7,30.8,31.6,26.5,27.7
2022-11-06 12:00:00,41.1,57.8,29.0,39.2,36.0,34.4,30.8,32.4,27.8,36.9
2022-11-06 13:00:00,28.6,68.2,30.8,40.8,43.7,31.4,13.7,35.4,29.5,29.0
2022-11-06 14:00:00,57.6,72.0,43.5,48.0,45.0,47.0,45.6,42.1,35.0,51.9
2022-11-06 15:00:00,49.8,69.1,48.8,53.9,45.7,41.6,49.7,37.2,32.4,45.4
2022-11-06 16:00:00,49.4,71.8,50.1,53.4,46.0,42.6,45.3,39.9,34.0,46.5
2022-11-06 17:00:00,45.7,71.7,45.2,49.1,45.2,43.7,41.6,40.1,34.0,44.2
2022-11-06 18:00:00,46.9,74.3,47.3,51.3,49.6,49.4,46.8,44.1,36.7,47.5
2022-11-06 19:00:00,47.4,74.9,47.4,50.6,49.3,48.3,44.7,43.3,35.2,45.5
2022-11-06 20:00:00,47.2,72.5,46.8,49.7,49.2,47.6,44.4,43.2,33.9,46.4
2022-11-06 21:00:00,42.4,67.4,43.3,46.0,46.1,44.0,40.1,39.6,29.3,42.1
2022-11-06 22:00:00,42.8,65.3,43.0,43.8,42.7,40.8,37.0,36.1,27.1,39.9
2022-11-06 23:00:00,41.7,62.8,41.0,42.5,41.9,39.4,36.2,35.0,26.3,38.3
2022-11-07 00:00:00,38.2,54.0,42.2,41.3,42.3,40.4,37.3,34.8,24.7,39.9
2022-11-07 01:00:00,34.1,49.1,40.9,38.2,37.9,36.4,33.4,30.9,20.7,34.5
2022-11-07 02:00:00,28.9,42.2,30.4,28.1,29.2,27.5,24.2,22.2,13.3,24.0
2022-11-07 03:00:00,30.1,43.0,26.9,24.9,28.0,27.4,24.1,22.1,13.8,23.3
2022-11-07 04:00:00,36.2,50.8,34.0,33.0,35.8,35.3,31.9,28.5,19.8,31.4
2022-11-07 05:00:00,35.8,49.4,35.7,34.4,35.9,35.5,32.3,29.5,20.6,32.7
2022-11-07 06:00:00,34.6,47.1,35.1,32.6,34.5,34.2,30.5,28.6,20.1,31.4
2022-11-07 07:00:00,30.3,40.0,30.6,29.2,31.2,29.9,26.1,25.1,16.1,27.6
2022-11-07 08:00:00,25.3,32.6,24.7,25.4,27.5,25.3,21.9,21.2,11.7,24.5
2022-11-07 09:00:00,26.8,35.8,16.5,19.3,27.8,26.8,23.0,22.6,13.0,23.6
2022-11-07 10:00:00,23.6,39.7,19.5,23.5,31.7,31.9,26.4,25.7,16.6,24.0
2022-11-07 11:00:00,31.2,47.1,26.2,27.3,34.5,34.9,30.5,30.4,20.6,16.9
2022-11-07 12:00:00,39.6,52.1,30.6,32.9,33.3,35.7,28.1,32.0,20.8,31.3
2022-11-07 13:00:00,33.0,53.6,35.0,35.3,44.8,39.6,28.3,35.0,23.7,38.2
2022-11-07 14:00:00,47.6,54.6,41.4,34.0,44.6,43.6,43.7,37.4,25.3,45.7
2022-11-07 15:00:00,45.7,58.3,46.5,39.5,45.9,43.4,42.3,37.4,28.0,42.4
2022-11-07 16:00:00,37.4,52.2,44.8,41.8,41.2,41.5,37.9,34.9,24.7,38.1
2022-11-07 17:00:00,34.1,44.0,40.7,41.0,36.5,33.3,31.6,29.1,18.5,34.7
2022-11-07 18:00:00,29.7,38.3,36.9,36.8,33.8,31.1,28.1,26.2,15.4,31.4
2022-11-07 19:00:00,24.4,29.8,31.4,30.4,26.7,26.1,22.3,19.9,11.6,26.1
2022-11-07 20:00:00,19.9,22.9,27.2,25.7,21.5,20.2,16.2,14.9,7.73,22.0
2022-11-07 21:00:00,15.6,14.4,20.3,18.9,17.0,15.0,11.2,9.83,3.39,15.7
2022-11-07 22:00:00,15.3,13.2,20.7,18.1,18.4,15.2,12.3,10.3,2.34,14.1
2022-11-07 23:00:00,14.4,10.9,20.9,17.3,16.1,13.9,10.3,8.28,1.51,14.7
2022-11-08 00:00:00,13.2,9.60,21.5,17.1,15.2,12.0,8.97,7.22,1.05,14.3
2022-11-08 01:00:00,11.2,6.70,19.9,15.4,12.5,9.05,6.17,4.74,0.873,10.8
2022-11-08 02:00:00,12.3,9.61,21.8,17.7,14.5,10.1,8.39,6.17,0.799,13.0
2022-11-08 03:00:00,12.0,6.63,21.3,17.3,14.4,11.0,8.91,6.30,0.809,13.2
2022-11-08 04:00:00,10.1,6.26,19.6,16.4,12.9,9.68,6.88,5.09,0.833,12.2
2022-11-08 05:00:00,6.32,1.98,17.1,13.6,6.33,3.85,1.94,1.46,0.737,5.03
2022-11-08 06:00:00,3.94,1.43,16.2,11.8,2.24,0.880,0.894,0.923,0.737,2.21
